product-name,product-type,price,ref,marca,val-points,val-quantity,stock,product-sending-value,date,NoFrost,SistemaAntibacterias,Refrigeración,Enfriamientorápido,Númerodepuertas,TemperaturaAmbienteMínima,TemperaturaAmbienteMáxima,Capacidaddecongelación,Tipodeinstalación,CapacidadTotalNeta,CapacidadTotalBruta,BandejasenCongelador,Cajones/Cestas,CapacidadCongelador,PotenciadeDescongelación,Hieleras/Cubiteras,Iluminación,Apertura,Color/material,Tirador,RuedasTraseras,PuertaReversible,PatasRegulables,Alimentación,EficienciaNueva,Potencia,ConsumoAnualdeEnergía,Autonomíaencasodecorteeléctrico(Horas),ClaseClimática,Ruido,EficienciaSonora,ClasificaciónporEstrellas,Alturaexacta,Anchuraexacta,Peso,Profundidad,LongituddelCable,Altura,Anchura,ControlDigitalExterno,DisplayDigital,PosicióndelosControles,ReguladordeTemperatura,Pantalla,Garantía,Hercios,BaldasenRefrigerador,Botellero,Capacidadfrigorífico,BandejasAjustablesenFrigorífico,FreshBox,SuperFrost,ZeroBox,Multizone,Panelable,BalconesenlaPuerta,AlarmaVisual,Intensidad,Alarma,Otrainformación,Conectividad,CompartimentoCubiertoparaLácteos,DispensadorAgua,DispensadorHielo,VitaCareBox,FuzzyLogic,IonClean,BloqueoparaNiños,AdmisióndeAgua,Cámara,ModoVacaciones,Motores,MotorExtrasilencioso,ModoECO,TipodeBotellero,BandejasextraíblesEasyAccess,Posición,BigBoxCongelador,Indicadordepuertacongeladorabierta,ControlExterno,Huevera,Ventanaconvisibilidadinterior,BigBox,VarioZone,VitaFresh,VarioShelf,ExtraCold,FullSkinCondenser,EficienciaAntigua,InformaciónAdicional,AlturaMáximadeEncastre,ExtraFresh,ExtraFreshComfort,---,JuntasAntibacterias,DiseñodelaSerie,TrituradordeHielo,DoorCooling,WineStorage,Potenciadeaudio,Supercongelación,Cajones,Ruido(Decibelios),VitControl,NeoFrostDualCooling,PosicióndelasPuertas,NºBotelleros,FreshFood,IluminaciónInterior,LinearCooling,Controles,MotorInverter/Blindado,Frecuencia,Serie,IluminaciónLED,DiseñodelTirador,Voltaje(V),SistemadepurificacióndeairePureNFresh,UltraFreshCrisper,HyperFreeze,FoodCareZone,LongituddelManguitodeentrada,SmartDiagnosis,TecnologíaInverter,Certificacionesdehomologación,LongituddelManguitodeSalida
SMEG FAB50RPB5 AZUL - Frigorífico Dos Puertas No Frost,frigorificos," 2.243,93 €",770929941,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,8 Kg/24H,Libre,524 Litros,NULL,1 Bandejas,2 Cajoneras,124 Litros,NULL,1 Hieleras,LED,A Derechas,Azul,Externo,NULL,NULL,NULL,230V,E,197 W,265 Kwh/Año,15 Autonomía,"SN, N, ST, T",41 Decibelios,C,4 Estrellas,192 Centímetros,80 Centímetros,114 Kilogramos,81 Centímetros,2 Metros,191 a 199 cm,76 a 80 cm,No,Sí,Internos,Digital,Sí,3 Años,50 Hz,3 Baldas,No,400 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN39VWDA Blanco - Frigorífico Combi NoFrost ,frigorificos," 861,49 €",200519599,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,D,100 W,191 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,77 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,No,Internos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,1 Motores,Sí,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,NULL,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
INDESIT INFC9 TO32X Inox - Frigorífico Combi No Frost ,frigorificos," 632,49 €",014763132,INDESIT," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,No,2 Puertas,NULL,NULL,11 Kg/24H,Libre,367 Litros,NULL,3 Bandejas,2 Cajoneras,104 Litros,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,NULL,NULL,230V,E,160 W,254 Kwh/Año,NULL,templada extendida/ tropical,254 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,77 Kilogramos,68 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,Sí,Externos,Digital, Sí,3 Años,50 Hz,4 Baldas,Sí,263 Litros,NULL,NULL,NULL,NULL,NULL,NULL,5 Balcones,Sí,1 Amperios,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cromado,NULL,NULL,NULL,NULL,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KIN86AFF0 Integrable - Frigorífico Combi NoFrost ,frigorificos," 1.560,49 €",200514896,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Congelador,NULL,Cíclico,Sí,2 Puertas,NULL,NULL,6 Kg/24H,Integrable,NULL,,3 Bandejas,1 Cajoneras,67 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,NULL,NULL,Sí,NULL,230V,F,90 W,277 Kwh/Año,9 Autonomía,SubtropicalTempladoTemplado ampliado,39 Decibelios,C,4 Estrellas,177 Centímetros,56 Centímetros,67 Kilogramos,55 Centímetros,2 Metros,176 a 180 cm,55 a 60 cm,No,NULL,Internos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,187 Litros,4 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,1 Motores,No,No,NULL,Sí,Abajo,Sí,Sí,NULL,Sí,No,No,Sí,Sí,Sí,Sí,NULL,NULL,(No incluye la puerta o el panel de integración),178 Cm,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB32RRD5 ROJO - Frigorífico Combi No Frost,frigorificos," 1.947,44 €",770929819,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,1 Puertas,NULL,NULL,6 Kg/24H,Libre,331 Litros,NULL,3 Bandejas,2 Cajoneras,97 Litros,NULL,NULL,LED,A Derechas,Rojo,Externo,NULL,NULL,NULL,230V,D,127 W,204 Kwh/Año,40 Autonomía,"SN, N, ST, T",37 Decibelios,C,4 Estrellas,197 Centímetros,60 Centímetros,117 Kilogramos,77 Centímetros,2 Metros,191 a 199 cm,55 a 60 cm,No,Sí,Internos,Digital,NULL,3 Años,50 Hz,4 Baldas,No,234 Litros,2 bandejas,NULL,NULL,NULL,NULL,NULL,3 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vintage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KIF711S Integrable - Frigorífico Combi Cíclico,frigorificos," 651,99 €",200629388,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,No,2 Puertas,NULL,NULL,4 Kg/24H,Integrable,267 Litros,NULL,3 Bandejas,1 Cajoneras,84 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,NULL,NULL,Sí,NULL,230V,F,NULL,286 Kwh/Año,9 Autonomía,SubtropicalTempladoTemplado ampliado,39 Decibelios,C,4 Estrellas,177 Centímetros,54 Centímetros,50 Kilogramos,55 Centímetros,2 Metros,176 a 180 cm,55 a 60 cm,NULL,No,Internos,Mecánico,NULL,3 Años,50 Hz,4 Baldas,NULL,183 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,No,NULL,No,1 Motores,No,No,NULL,No,Abajo,Sí,Sí,NULL,Sí,No,No,No,NULL,No,NULL,NULL,NULL,(No incluye la puerta o el panel de integración),178 Cm,No,No,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
INDESIT TIAA 10 V.1 BLANCO - Frigorífico Dos Puertas Cíclico,frigorificos," 458,49 €",014704437,INDESIT," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,2 Puertas,NULL,NULL,3 Kg/24H,Libre,259 Litros,NULL,1 Bandejas,1 Cajoneras,59 Litros,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,F,NULL,246 Kwh/Año,NULL,templada/subtropical,45 Decibelios,D,4 Estrellas,150 Centímetros,60 Centímetros,NULL,66 Centímetros,NULL,101 a 160 cm,55 a 60 cm,No,No,Internos,Mecánico,No,3 Años,NULL,4 Baldas,NULL,200 Litros,NULL,NULL,NULL,NULL,NULL,No,3 Balcones,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GSXV91BSAE INOX - Frigorífico Americano No Frost ,frigorificos," 2.389,49 €",609148196,LG," 0,00",(0),NULL,"78,00 €",2023-04-24,Total,Sí,No Frost,Sí,2 Puertas,NULL,NULL,12 Kg/24H,Libre,635 Litros,NULL,4 Bandejas,2 Cajoneras,219 Litros,NULL,NULL,LED,NULL,Inox,Integrado,NULL,NULL,NULL,230V,E,NULL,348 Kwh/Año,2 Autonomía,T,36 Decibelios,C,4 Estrellas,179 Centímetros,91 Centímetros,137 Kilogramos,74 Centímetros,NULL,176 a 180 cm,Mayor de 90 cm,NULL,Sí,Internos,Digital,NULL,3 Años,NULL,4 Baldas,Sí,416 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,6 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,Sí,Sí,NULL,NULL,NULL,NULL,Tanque de Agua,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Huevera Accesorios,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFE563XI INOX - Frigorífico Combi NoFrost,frigorificos," 710,49 €",200629015,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,No,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,326 Litros,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,SubtropicalTempladoTemplado ampliadotropical,39 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,70 Kilogramos,66 Centímetros,2 Metros,181 a 190,55 a 60 cm,No,No,Internos,Mecánico,No,3 Años,50 Hz,4 Baldas,NULL,237 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No,Sí,NULL,Sí,Abajo,No,Sí,NULL,Sí,No,No,No,NULL,No,Sí,Sí,NULL,NULL,NULL,Sí,No,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FQ60CAO5 ANTRACITA - Frigorífico Combi No Frost ,frigorificos," 3.943,18 €",770929750,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,4 Puertas,NULL,NULL,5 Kg/24H,Libre,581 Litros,NULL,5 Bandejas,2 Cajoneras,196 Litros,NULL,NULL,LED,NULL,Antracita,Externo,NULL,NULL,NULL,230V,F,200 W,415 Kwh/Año,10 Autonomía,"SN, N, ST, T",39 Decibelios,C,4 Estrellas,187 Centímetros,92 Centímetros,194 Kilogramos,76 Centímetros,2 Metros,181 a 190,Mayor de 90 cm,No,NULL,Internos,Digital,NULL,3 Años,50 Hz,4 Baldas,NULL,385 Litros,2 bandejas,NULL,NULL,NULL,NULL,NULL,6 Balcones,NULL,NULL,Sí,"Kit tirador no incluido, solicitar por separado",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Huevera Accesorios,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN397LEQ Inox - Frigorífico Combi No frost ,frigorificos," 851,49 €",200520840,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,89 Kg/24H,Libre,368 Litros,,5 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Externo,NULL,Sí,No,230V,E,100 W,238 Kwh/Año,11 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,74 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,NULL, Externos,Digital,Sí,3 Años,50 Hz,4 Baldas,NULL,278 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No,Sí,,Sí,NULL,No,Sí,Control táctil,Sí,No,No,No,Sí,No,Sí,No,NULL,NULL,NULL,NULL,NULL,"3 x Huevera, 1 x Bandeja cubitera Accesorios",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB28RCR5 Crema - Nevera Una Puerta Cíclico,frigorificos," 1.354,49 €",770929909,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,1 Puertas,NULL,NULL,3 Kg/24H,Libre,270 Litros,NULL,NULL,2 Cajoneras,26 Litros,NULL,NULL,LED,A Derechas,Crema,Externo,NULL,NULL,NULL,230V,D,90 W,130 Kwh/Año,9 Autonomía,"SN, N, ST, T",35 Decibelios,B,4 Estrellas,153 Centímetros,60 Centímetros,74 Kilogramos,73 Centímetros,2 Metros,101 a 160 cm,61 a 65 cm,No,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,3 Baldas,NULL,244 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KFN96VPEA INOX - Frigorífico Combi NoFrost ,frigorificos," 2.224,49 €",200526456,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,4 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,6 Bandejas,2 Cajoneras,200 Litros,NULL,NULL,LED,NULL,Inox,Integrado,NULL,NULL,NULL,230V,E,NULL,333 Kwh/Año, 15 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",38 Decibelios,E,4 Estrellas,183 Centímetros,91 Centímetros,118 Kilogramos,73 Centímetros,2 Metros,181 a 190,Mayor de 90 cm,Pantalla,NULL,Internos,Digital,No,3 Años,50 Hz,3 Baldas,NULL,405 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,No,No,NO,No,Abajo,Sí,NULL,NULL,Sí,NULL,NULL,No,Sí,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,French Door,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROMMER NF 377 BLANCO - Frigorífico Dos Puertas No Frost ,frigorificos," 508,85 €",698434172,ROMMER," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,1 Bandejas,1 Cajoneras,71 Litros,NULL,NULL,LED,A Derechas,Blanco,Externo,NULL,NULL,NULL,230V,F,NULL,273 Kwh/Año,NULL,NULL,41 Decibelios,C,3 Estrellas,172 Centímetros,60 Centímetros,62 Kilogramos,66 Centímetros,NULL,171 a 175 cm,55 a 60 cm,No,No,Internos,NULL,No,3 Años,NULL,4 Baldas,No,240 Litros,NULL,NULL,NULL,NULL,NULL,No,3 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CATA CI 54177 NF Integrable - Frigorífico Combi No Frost ,frigorificos," 731,49 €",224810213,CATA," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,3 Kg/24H,Integrable,241 Litros,NULL,2 Bandejas,0 Cajoneras,64 Litros,NULL,NULL,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,F,100 W,241 Kwh/Año,8 Autonomía,ST,41 Decibelios,C,4 Estrellas,177 Centímetros,54 Centímetros,NULL,56 Centímetros,NULL,176 a 180 cm,51 a 54 cm,No,Sí,Internos,Digital,NULL,3 Años,50 Hz,NULL,NULL,NULL,3 bandejas,NULL,NULL,NULL,NULL,NULL,3 Balcones,NULL,10 Amperios,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,(No incluye la puerta o el panel de integración),177 Cm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFC868XI INOX - Frigorífico Combi No Frost ,frigorificos," 1.097,49 €",200629776,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,3 Bandejas,2 Cajoneras,103 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,C,NULL,162 Kwh/Año,15 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",35 Decibelios,B,3 Estrellas,203 Centímetros,60 Centímetros,74 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,Sí,NULL,Digital,Sí,3 Años,50 Hz,5 Baldas,NULL,260 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,NULL,No,cromado,Sí,NULL,NULL,No,Control táctil,Sí,NULL,No,No,NULL,No,Sí,Sí,NULL,NULL,NULL,Sí,No,"3 x Huevera, 1 x Bandeja cubitera Accesorios",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN56XIDR INOX - Frigorífico Combi NoFrost,frigorificos," 1.468,49 €",200530828,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,NULL,Libre,NULL,,2 Bandejas,3 Cajoneras,108 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Externo,NULL,Sí,NULL,230V,D,100 W,210 Kwh/Año,22 Autonomía,"Clase climática Subtropical, Templado, Templado ampliado, tropical",39 Decibelios,C,4 Estrellas,193 Centímetros,70 Centímetros,93 Kilogramos,80 Centímetros,2 Metros,191 a 199 cm,66 a 70 cm,Pantalla,NULL,Externos,Digital,No,3 Años,50 Hz,4 Baldas,NULL,400 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,Sí,Sí,Control táctil,Sí,No,NULL,Sí,Plus,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KIR41VFE0 Integrable - Nevera Una Puerta Cíclico,frigorificos," 662,49 €",200527181,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,Sí,1 Puertas,NULL,NULL,NULL,Integrable,NULL,NULL,NULL,1 Cajoneras,NULL,NULL,NULL,LED,A Derechas,NULL,NULL,NULL,Sí,NULL,230V,E,NULL,101 Kwh/Año,NULL,"Subtropical, Templado, Templado ampliado",35 Decibelios,B,NULL,122 Centímetros,54 Centímetros,39 Kilogramos,55 Centímetros,2 Metros,101 a 160 cm,55 a 60 cm,No,NULL,Internos,Digital,NULL,3 Años,50 Hz,5 Baldas,NULL,204 Litros,4 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,1 Motores,No,No,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,No,NULL,No,NULL,NULL,NULL,(No incluye la puerta o el panel de integración),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROMMER XLS-350-T INOX - Nevera Una Puerta TURBO FRESH,frigorificos," 756,15 €",698437533,ROMMER," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,NULL,Sí,1 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,NULL,NULL,230V,C,NULL,329 Kwh/Año,NULL,NULL,NULL,NULL,NULL,83 Centímetros,45 Centímetros,31 Kilogramos,51 Centímetros,NULL,NULL,NULL,No,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,4 Baldas,Sí,88 Litros,NULL,NULL,NULL,NULL,NULL,No,NULL,No,NULL,No,Turbo fresh con ventilador.,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Acero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
