product-name,product-type,price,ref,marca,val-points,val-quantity,stock,product-sending-value,date,NoFrost,SistemaAntibacterias,Refrigeración,Enfriamientorápido,Númerodepuertas,TemperaturaAmbienteMínima,TemperaturaAmbienteMáxima,Capacidaddecongelación,Tipodeinstalación,CapacidadTotalNeta,CapacidadTotalBruta,BandejasenCongelador,Cajones/Cestas,CapacidadCongelador,PotenciadeDescongelación,Hieleras/Cubiteras,Iluminación,Apertura,Color/material,Tirador,RuedasTraseras,PuertaReversible,PatasRegulables,Alimentación,EficienciaNueva,Potencia,ConsumoAnualdeEnergía,Autonomíaencasodecorteeléctrico(Horas),ClaseClimática,Ruido,EficienciaSonora,ClasificaciónporEstrellas,Alturaexacta,Anchuraexacta,Peso,Profundidad,LongituddelCable,Altura,Anchura,ControlDigitalExterno,DisplayDigital,PosicióndelosControles,ReguladordeTemperatura,Pantalla,Garantía,Hercios,BaldasenRefrigerador,Botellero,Capacidadfrigorífico,BandejasAjustablesenFrigorífico,FreshBox,SuperFrost,ZeroBox,Multizone,Panelable,BalconesenlaPuerta,AlarmaVisual,Intensidad,Alarma,Otrainformación,Conectividad,CompartimentoCubiertoparaLácteos,DispensadorAgua,DispensadorHielo,VitaCareBox,FuzzyLogic,IonClean,BloqueoparaNiños,AdmisióndeAgua,Cámara,ModoVacaciones,Motores,MotorExtrasilencioso,ModoECO,TipodeBotellero,BandejasextraíblesEasyAccess,Posición,BigBoxCongelador,Indicadordepuertacongeladorabierta,ControlExterno,Huevera,Ventanaconvisibilidadinterior,BigBox,VarioZone,VitaFresh,VarioShelf,ExtraCold,FullSkinCondenser,EficienciaAntigua,InformaciónAdicional,AlturaMáximadeEncastre,ExtraFresh,ExtraFreshComfort,---,JuntasAntibacterias,DiseñodelaSerie,TrituradordeHielo,DoorCooling,WineStorage,Potenciadeaudio,Supercongelación,Cajones,Ruido(Decibelios),VitControl,NeoFrostDualCooling,PosicióndelasPuertas,NºBotelleros,FreshFood,IluminaciónInterior,LinearCooling,Controles,MotorInverter/Blindado,Frecuencia,Serie,IluminaciónLED,DiseñodelTirador,Voltaje(V),SistemadepurificacióndeairePureNFresh,UltraFreshCrisper,HyperFreeze,FoodCareZone,LongituddelManguitodeentrada,SmartDiagnosis,TecnologíaInverter,Certificacionesdehomologación,LongituddelManguitodeSalida
SMEG FAB28LWH5 Blanco - Nevera Una Puerta Cíclico,frigorificos," 1.354,49 €",770929903,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,1 Puertas,NULL,NULL,3 Kg/24H,Libre,270 Litros,NULL,NULL,2 Cajoneras,26 Litros,NULL,NULL,LED,A Izquierdas,Blanco,Externo,NULL,NULL,NULL,230V,D,90 W,130 Kwh/Año,9 Autonomía,"SN, N, ST, T",74 Decibelios,B,4 Estrellas,153 Centímetros,60 Centímetros,74 Kilogramos,73 Centímetros,2 Metros,101 a 160 cm,61 a 65 cm,No,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,3 Baldas,NULL,244 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
INDESIT TIAA 12 V1 BLANCO - Frigorífico Dos Puertas Cíclico,frigorificos," 469,49 €",014760882,INDESIT," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,2 Puertas,NULL,NULL,4 Kg/24H,Libre,306 Litros,NULL,1 Bandejas,1 Cajoneras,71 Litros,NULL,NULL,LED,A Derechas,Blanco,Integrado,NULL,NULL,NULL,230V,NULL,NULL,266 Kwh/Año,20 Autonomía,N-ST-T,44 Decibelios,NULL,4 Estrellas,175 Centímetros,60 Centímetros,62 Kilogramos,66 Centímetros,2 Metros,171 a 175 cm,55 a 60 cm,No,No,Internos,Mecánico,No,3 Años,50 Hz,5 Baldas,No,236 Litros,NULL,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,1 Amperios,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FC21XDNC INOX - Frigorífico Combi NoFrost,frigorificos," 892,06 €",770932332,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,3 Bandejas,1 Cajoneras,NULL,NULL,1 Hieleras,LED,A Derechas,Inox, Integrado,NULL,Sí,NULL,230V,C,110 W,169 Kwh/Año,9 Autonomía,NULL,NULL,C,4 Estrellas,200 Centímetros,60 Centímetros,72 Kilogramos,59 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,Sí,Externos,Digital,NULL,3 Años,50 Hz,4 Baldas,Sí,NULL,NULL,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN397ICT INOX - Frigorífico Combi No Frost,frigorificos," 1.261,49 €",200527413,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,3 Bandejas,3 Cajoneras,103 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Externo,NULL,Sí,NULL,230V,C,NULL,162 Kwh/Año,15 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",35 Decibelios,B,4 Estrellas,203 Centímetros,60 Centímetros,74 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,NULL,Externos,Digital,Sí,3 Años,50 Hz,5 Baldas,NULL,260 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1 Motores,NULL,No,Rejilla auxiliar para 1 botella,Sí,NULL,NULL,No,Control táctil,Sí,NULL,No,No,Sí,No,Sí,NULL,NULL,NULL,NULL,NULL,NULL,"3 x Huevera, 1 x Bandeja cubitera Accesorios",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROMMER FV 356 INOX - Frigorífico Dos Puertas Cíclico,frigorificos," 481,49 €",698435197,ROMMER," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,0 Puertas,NULL,NULL,5 Kg/24H,Libre,313 Litros,NULL,1 Bandejas,1 Cajoneras,70 Litros,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,NULL,NULL,230V,F,NULL,261 Kwh/Año,19 Autonomía,NULL,42 Decibelios,C,3 Estrellas,175 Centímetros,60 Centímetros,52 Kilogramos,0 Centímetros,NULL,171 a 175 cm,55 a 60 cm,No,No,Internos,Mecánico,No,3 Años,NULL,3 Baldas,No,242 Litros,NULL,NULL,NULL,NULL,NULL,No,3 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFE766WE Blanco - Frigorífico Combi NoFrost,frigorificos," 779,49 €",200629031,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,368 Litros,NULL,3 Bandejas ,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,SubtropicalTempladoTemplado ampliadotropical,39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,74 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,Sí,Externos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,No,NULL,No,Sí,Sí,NULL,NULL,NULL,Sí,No,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Teka RBF 73350 FI EU - Frigorífico Integrable,frigorificos," 781,99 €",477802168,TEKA," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,3 Kg/24H,Integrable,NULL,,3 Bandejas,1 Cajoneras,63 Litros,153 Vatios,NULL,LED,A Derechas,Blanco,NULL,NULL,Sí,Frontales,230V,E,187 W,218 Kwh/Año,NULL,T/N,41 Decibelios,C,4 Estrellas,177 Centímetros,54 Centímetros,53 Kilogramos,55 Centímetros,2 Metros,176 a 180 cm,51 a 54 cm,No,Sí,Internos,Mecánico,NULL,3 Años,50 Hz,4 Baldas,Sí,180 Litros,3 bandejas,Sí,Sí,No,Sí,No,NULL,Sí,NULL,Sí,NULL,NULL,NULL,No,No,Sí,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,Cromado,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,(No incluye la puerta o el panel de integración),177 Cm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Botellero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GSLV51PZXM INOX - Frigorífico Americano No Frost ,frigorificos," 1.134,49 €",609148494,LG," 0,00",(0),NULL,"78,00 €",2023-04-24,Total,Sí,No Frost,Sí,2 Puertas,NULL,NULL,12 Kg/24H,Libre,635 Litros,NULL,5 Bandejas,2 Cajoneras,219 Litros,NULL,NULL,LED,NULL,Inox,Integrado,NULL,NULL,NULL,230V,F,NULL,430 Kwh/Año,2 Autonomía,T,36 Decibelios,C,4 Estrellas,179 Centímetros,91 Centímetros,111 Kilogramos,74 Centímetros,NULL,176 a 180 cm,Mayor de 90 cm,NULL,Sí,Internos,Digital,NULL,3 Años,NULL,5 Baldas,No,416 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,6 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Huevera Accesorios,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GMB844PZFG INOX - Frigorífico Americano No Frost,frigorificos," 1.380,99 €",609145907,LG," 0,00",(0),NULL,"78,00 €",2023-04-24,Total,Sí,No Frost,NULL,4 Puertas,NULL,NULL,NULL,Libre,530 Litros,NULL,6 Bandejas,2 Cajoneras,209 Litros,NULL,NULL,LED,NULL,Inox,Integrado,NULL,NULL,NULL,230V,F,NULL,394 Kwh/Año,10 Autonomía,T,40 Decibelios,C,NULL,179 Centímetros,84 Centímetros,125 Kilogramos,74 Centímetros,NULL,176 a 180 cm,81 a 90 cm,NULL,Sí,Internos,NULL,Sí,3 Años,NULL,3 Baldas,NULL,321 Litros,2 bandejas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Acero,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,Sí,Inverter Linear Compressor,NULL,NULL
BOSCH KVN39IJEA Verde - Frigorífico Combi NoFrost,frigorificos," 1.074,99 €",200523412,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Verde,Integrado,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,12 Autonomía,SubtropicalTempladoTemplado ampliadotropical,39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,72 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,NULL,Internos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No ,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,NULL,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFD-563-WE Blanco - Frigorífico Combi NO FROST,frigorificos," 736,15 €",200630932,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,NULL,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,D,NULL,191 Kwh/Año,13 Autonomía,SN-T,36 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,NULL,70 Centímetros,2 Metros,181 a 190,55 a 60 cm,NULL,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,4 Baldas,NULL,237 Litros,4 bandejas,NULL,NULL,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,Circuitos de frío independientes para frigorífico y congelador,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,NULL,NULL,Sí,Cromado,Sí,NULL,NULL,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Acero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN39AWCT Blanco - Frigorífico Combi NoFrost,frigorificos," 1.297,99 €",200525333,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,3 Bandejas,2 Cajoneras,103 Litros,NULL,1 Hieleras,LED,A Derechas ,Blanco,Externo,NULL,Sí,NULL,230V,C,NULL,162 Kwh/Año,15 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",35 Decibelios,B,4 Estrellas,203 Centímetros,60 Centímetros,74 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,NULL,Externos,NULL,NULL,3 Años,50 Hz,5 Baldas,NULL,260 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,1 Motores,Sí,Sí,Rejilla auxiliar para 1 botella,No,Abajo,NULL,NULL,Control táctil,Sí,NULL,No,No,Sí,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GBB72MCUGN ACERO NEGRO - Frigorífico Combi No Frost ,frigorificos," 740,49 €",609139088,LG," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,384 Litros,,3 Bandejas,2 Cajoneras,107 Litros,NULL,NULL,LED,A Derechas,Negro,Integrado,NULL,Sí,NULL,230V,D,NULL,215 Kwh/Año,9 Autonomía,SN-T,35 Decibelios,B,0 Estrellas,203 Centímetros,60 Centímetros,78 Kilogramos,68 Centímetros,NULL,Mayor de 200 cm ,55 a 60 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,50 Hz,5 Baldas,Sí,277 Litros,3 bandejas,NULL,NULL,NULL,NULL,NULL,4 Balcones,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,Cromado,NULL,NULL,NULL,NULL,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFE763XI INOX - Frigorífico Combi NoFrost,frigorificos," 811,49 €",200628991,BALAY," 5,00",(1),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,368 Litros,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,SubtropicalTempladoTemplado ampliadotropical,39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,74 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,No,Internos,Mecánico,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,NULL,Sí,No,No,No,NULL,No,Sí,Sí,NULL,NULL,NULL,Sí,No,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN39AIAT INOX - Frigorífico Combi NoFrost,frigorificos," 2.336,99 €",200532544,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,NULL,Libre,NULL,,3 Bandejas,2 Cajoneras,103 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Externo,NULL,Sí,NULL,230V,A,NULL,104 Kwh/Año,21 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",29 Decibelios,A,4 Estrellas,203 Centímetros,60 Centímetros,125 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,NULL,Internos,Digital,NULL,3 Años,50 Hz,5 Baldas,NULL,260 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,Sí,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo ,NULL,Sí,NULL,Sí,No,NULL,No,Sí,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFE567XE INOX - Frigorífico Combi NoFrost,frigorificos," 810,49 €",200628995,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,326 Litros,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Externo,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,SubtropicalTempladoTemplado ampliadotropical,39 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,70 Kilogramos,66 Centímetros,2 Metros,181 a 190,55 a 60 cm,Pantalla,Sí,Externos,Digital,No,3 Años,50 Hz,4 Baldas,NULL,237 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No,Sí,NULL,NULL,Abajo,NULL,NULL,Control táctil,Sí,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CATA CI 54177 ST Integrable - Frigorífico Combi Cíclico,frigorificos," 582,90 €",224810656,CATA," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,2 Puertas,NULL,NULL,3 Kg/24H,Integrable,249 Litros,NULL,3 Bandejas,1 Cajoneras,70 Litros,NULL,NULL,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,F,115 W,271 Kwh/Año,10 Autonomía,"N,ST",39 Decibelios,C,4 Estrellas,177 Centímetros,54 Centímetros,NULL,54 Centímetros,NULL,176 a 180 cm,55 a 60 cm,NULL,No,Internos,Mecánico,NULL,3 Años,50 Hz,NULL,No,NULL,3 bandejas,NULL,NULL,NULL,NULL,NULL,3 Balcones,NULL,1 Amperios,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,(No incluye la puerta o el panel de integración),178 Cm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Teka RFD 77820 - Frigorífico Side by Side,frigorificos," 1.669,49 €",477800147,TEKA," 0,00",(0),NULL,"78,00 €",2023-04-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN366WCF BLANCO - Frigorífico Combi No Frost ,frigorificos," 1.040,49 €",200534619,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,,3 Bandejas,2 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,C,NULL,153 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,76 Kilogramos,66 Centímetros,2 Metros,181 a 190,55 a 60 cm,NULL,NULL,NULL,Digital,NULL,3 Años,50 Hz,4 Baldas,NULL,237 Litros,0 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1 Motores,NULL,No,Rejilla auxiliar para 1 botella,Sí,NULL,NULL,No,NULL,Sí,NULL,Sí,No,Sí,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3 x Huevera, 1 x Bandeja cubitera Accesorios",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
